id,body,actor,reply,class,time,category,control,des_20,des_80,des_20_community_injunctive,des_80_community_injunctive,des_20_injunctive_platform,des_80_injunctive_platform,r_5,r_25,r_40,r_60,time_old format
1799,Technically it did take decades to make the covid vaccine. MRNA technology has been in the work for years and years,KatieeeM,420,,0:01,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:11
1800,"We should be thankful to scientists for their ingenuity, not accusing them of lying",TimBJenkins,420,,0:05,pro-vaccine,0,0,0,1,1,0,0,,,,,00:07:54
1801,A new flu vaccine comes out every year... ,jiruletheworld,420,,0:08,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:39
1802,"I don't care, I'm happy that we've come this far in research to be able to make scientific breakthroughs like this",mariaann,420,,2:24,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:26
1803,Exactly!! I've been saying this for months,breethebaker,420,,0:04,anti-vaccine,0,1,1,0,0,1,1,,,,,00:04:48
1804,How can people be so blind to this? Like it's so obvious,kittycatbakes,420,,0:15,anti-vaccine,0,1,1,0,0,1,1,,,,,00:09:16
1805,"It took them less time to develop a Covid vaccine than it took me to watch Game of Thrones. But why not, let's inject it. ",localewis,420,,2:03,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:48
1806,"We don't know what the long term effects are! You might not die but you can damage your lungs, heart, and brain forever.",TimBJenkins,421,,0:02,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:38
1807,You might not care about your grandparent's lives but I do,jiruletheworld,421,,0:08,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:22
1808,"because by containing the spread with a vaccine, we can prevent millions from dying?",dana84,421,,0:09,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:26
1809,More than half a million people have died from COVID. That is why we need a vaccine.,ayoitsayo,421,,4:31,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:56
1810,ikr!! It's so obvious this is all for money,kittycatbakes,421,,0:03,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:16
1811,we should just stick to survival of the fittest ,breethebaker,421,,0:12,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:37
1812,Thank u. when will people realize it's just for money,localewis,421,,0:10,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:48
1813,People are just so naive. No one cares about you! They only care about money.,jupiterpride,421,,4:24,anti-vaccine,0,1,1,0,0,1,1,,,,,00:04:41
1814,This is just blatantly not true. Please don't share lies,jiruletheworld,422,,0:02,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:41
1815,"Although it's tragic, miscarriages happen, with or without vaccination. This is just a coincidence.",ayoitsayo,422,,0:05,pro-vaccine,0,0,0,1,1,0,0,,,,,00:05:56
1816,"Correlation, NOT causation.",sweetietooth,422,,4:35,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:21
1817,"Abosolutely awful, we have to get the word out.",localewis,422,,0:03,anti-vaccine,0,1,1,0,0,1,1,,,,,00:09:34
1818,tysm for letting me know. I'll make sure to tell all my expecting mom friends,jupiterpride,422,,0:11,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:24
1819,This is why vaccines cannot be trusted! We canot lose any more lives to this vaccine,breathe_in,422,,4:35,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:15
1820,"That's why we're trying to find a cure for cancer. We found a cure for covid, now we just need to take it.",ayoitsayo,423,,0:04,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:36
1821,I dont get your point... were trying to find ways to stop all of those deaths. We should be happy not skepital that we have a solution,sweetietooth,423,,0:05,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:00
1822,"if we could stop those deaths, we would. But we can stop covid deaths",dana84,423,,2:46,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:53
1823,Literally! waaaaaay less people died from covid today than all that stuff. cmon ,jupiterpride,423,,0:01,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:39
1824,just proves people are being brainwashed by the government ,bblueberryy,423,,0:16,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:37
1825,why is it covid that they suddenly care about? with everything else going on? it's so obvious it's about much more than old people dying,breathe_in,423,,0:11,anti-vaccine,0,1,1,0,0,1,1,,,,,00:04:14
1826,dude I know right. there's def something else going on. ,jackrussellmom,423,,4:30,anti-vaccine,0,1,1,0,0,1,1,,,,,00:06:23
1827,"No one is trying to chip you, poison you, or track you. Just trying to save your and everyone else's lives.",sweetietooth,424,,0:02,pro-vaccine,0,0,0,1,1,0,0,,,,,00:07:49
1828,"wtf chip?? aren't you tired of these crazy conspiracies. Just take the vaccine, put on a mask, and relax.",dana84,424,,0:18,pro-vaccine,0,0,0,1,1,0,0,,,,,00:02:14
1829,"LOL this gave me a good laugh. microchipped? ""plandemic""? pls come back to reality ",jiruletheworld,424,,0:19,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:26
1830,I do not consent to sharing the earth with idiots like you,lucyinurdreams,424,,3:17,pro-vaccine,0,0,0,1,1,0,0,,,,,00:07:29
1831,Bill gates isn't getting anywhere near me with his chip,breathe_in,424,,0:02,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:32
1832,the rich just get richer through this plandemic while the rest of us struggle,tastyrobot,424,,0:20,anti-vaccine,0,1,1,0,0,1,1,,,,,00:06:26
1833,It is so obvious that the virus is man made. This was all a plan. ,jackrussellmom,424,,0:15,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:51
1834,A PLANdemic hahah exactly!!,lavenderrrrrr,424,,2:32,anti-vaccine,0,1,1,0,0,1,1,,,,,00:04:09
1835,"Yeah, the covid vaccine has potential side effects. So do all vaccines! But the covid side effects are much worse",dana84,425,,0:01,pro-vaccine,0,0,0,1,1,0,0,,,,,00:07:22
1836,I'd rather experience vaccine side effects than covid any day,lucyinurdreams,425,,0:21,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:53
1837,"I used to faint all the time after getting a shot, totally normal. ",aleeboi,425,,0:18,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:26
1838,I know so many people who are squeamish and hate needles so they pass out. This has nothing to do with the covid vaccine. ,chefricky,425,,2:30,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:35
1839,Why aren't main stream covering this???? Typical,jackrussellmom,425,,0:03,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:25
1840,That's SO scary. I hope the nurse recovers but as a nurse she should have known better than to trust an experimential vaccine.,lavenderrrrrr,425,,0:16,anti-vaccine,0,1,1,0,0,1,1,,,,,00:01:36
1841,"oh my god i hope she's okay, lets pray the vaccine didn't kill her 😥",breathe_in,425,,0:15,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:37
1842,I hope people see this and finally understand how dangerous the vaccine is,tastyrobot,425,,2:30,anti-vaccine,0,1,1,0,0,1,1,,,,,00:06:26
1843,"This is not true. The AstraZeneca vaccine had an upper age limit bc there was not enough data. But now that there is, they've been approved in plenty of European countries",lucyinurdreams,426,,0:02,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:31
1844,It was not controversial. Stop lying. And Bill Gates is not some evil monster trying to kill people. He is HELPING,chefricky,426,,0:10,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:40
1845,Why do people have beef with Bill Gates? lmao ,aleeboi,426,,0:15,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:26
1846,False. AstraZeneca vaccine is safe and has the data to prove it.,clayton.myers,426,,2:33,pro-vaccine,0,0,0,1,1,0,0,,,,,00:05:44
1847,"If Bill Gates is involved, it's definitely going to be dangerous.",lavenderrrrrr,426,,0:02,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:06
1848,"just another billionaire trying to make money off of the general population, no thanks!",jackrussellmom,426,,0:17,anti-vaccine,0,1,1,0,0,1,1,,,,,00:06:26
1849,I'm glad at least some countries are doing proper research and not letting companies get away with their dangerous vaccines,tastyrobot,426,,0:25,anti-vaccine,0,1,1,0,0,1,1,,,,,00:01:49
1850,Ofc the WHO approved it. They'd approve a vaccine even if it killed more people than covid,wiz_khaleesi,426,,2:45,anti-vaccine,0,1,1,0,0,1,1,,,,,00:01:08
1851,ZERO!! That's the real covid vaccine death number,chefricky,427,,0:02,pro-vaccine,0,0,0,1,1,0,0,,,,,00:07:58
1852,no one has died from the vaccine... people could have the vaccine and have underlying conditions ,clayton.myers,427,,0:10,pro-vaccine,0,0,0,1,1,0,0,,,,,00:05:49
1853,"instructions unclear, ended up vaccinated ;)",aleeboi,427,,4:56,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:39
1854,it's on purpose they made it complicated to find,tastyrobot,427,,0:05,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:41
1855,why do covid deaths matter but covid vaccine deaths dont??,wiz_khaleesi,427,,0:11,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:23
1856,I cant wait to check and see what the government has been hiding,cavsforever,427,,2:08,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:56
1857,as it should be! we need herd immunity,clayton.myers,428,,0:03,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:12
1858,thank you Trudeau!! Hopefully the consequences are severe enough to make people vaccinate,aleeboi,428,,0:11,pro-vaccine,0,0,0,1,1,0,0,,,,,00:02:02
1859,"good im glad, the vaccine only works if we all get it",mewranda,428,,2:57,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:31
1860,"what happened to ""my body, my choice"" huh?",wiz_khaleesi,428,,0:03,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:29
1861,so glad I'm not Canadian right now ,tastyrobot,428,,0:12,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:52
1862,this is unacceptable! the government cannot force me to vaccinate,cavsforever,428,,3:54,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:03
1863,he cannot get away with this! I control what goes into my body!,tacoguy,428,,0:05,anti-vaccine,0,1,1,0,0,1,1,,,,,00:06:44
1864,On it! More than happy to wear masks if it means saving lives,aleeboi,429,,0:03,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:37
1865,excited to take off my mask but glad to keep it on for a few more months to beat covid,mewranda,429,,0:12,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:13
1866,vaccinated and masked up! ,masterchefterry,429,,3:54,pro-vaccine,0,0,0,1,1,0,0,,,,,00:02:47
1867,"so... the vaccine supposedly works but we still have to wear masks? yuh, that makes sense",cavsforever,429,,0:02,anti-vaccine,0,1,1,0,0,1,1,,,,,00:06:49
1868,what's the point of the vaccine then???,tacoguy,429,,0:12,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:52
1869,"THIS. It makes ZERO sense. I don't even wear my mask, still never got corona. ",wiz_khaleesi,429,,0:05,anti-vaccine,0,1,1,0,0,1,1,,,,,00:00:12
1870,does anyone get this?? why would I need to wear a mask if vaccines work... clearly they dont 🙄,Ataylor,429,,1:20,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:02
1871,this has to be a joke... heroin? seriously...,mewranda,430,,0:01,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:31
1872,just because it comes in a needle it doesn't mean you can equate it to freaking heroin 😭,lucyinurdreams,430,,0:16,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:29
1873,"you do know that heroin CAN actually kill you while vaccines can't, right? ",B.Mike,430,,0:14,pro-vaccine,0,0,0,1,1,0,0,,,,,00:05:52
1874,"I just, im speechless. VACCINES ARE NOT THE SAME AS HEROIN",masterchefterry,430,,0:06,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:48
1875,good thing vaccines aren't poisonous in the first place,gwenfromtheblock,430,,1:20,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:54
1876,hahaha maybe now people will get it,tacoguy,430,,0:05,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:32
1877,totally! it doesn't matter if I wait a month to take a second dose. Poison today will be poison tomorrow.,Ataylor,430,,0:14,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:26
1878,"honestly, vaccines probably kill/affect more peoplee than heroin ",Sue_S,430,,3:17,anti-vaccine,0,1,1,0,0,1,1,,,,,00:09:34
1879,as if it's not the opposite...,masterchefterry,431,,0:02,pro-vaccine,0,0,0,1,1,0,0,,,,,00:02:28
1880,"lmfao it's the other way!! if don't vaccinate, you get sick",gwenfromtheblock,431,,0:21,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:41
1881,im thankful i don't have any family members who didn't vaccinate,fgonzalez,431,,2:17,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:08
1882,LMFAOOOO true!!! ,Ataylor,431,,0:01,anti-vaccine,0,1,1,0,0,1,1,,,,,00:09:04
1883,ahah facts!!! ,Sue_S,431,,0:17,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:57
1884,"this is so true, love it. ",karenM,431,,2:47,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:27
1885,Uhhh... yeah they are. As they should be. Keep your measles away. ,gwenfromtheblock,432,,0:05,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:48
1886,"Do what you want and don't vaccinate your child, but then you better not bring them school and expose MY child",fgonzalez,432,,0:13,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:54
1887,so you can let your little brat sneeze all over my kids and give them covid? oh hell nah ,B.Mike,432,,0:14,pro-vaccine,0,0,0,1,1,0,0,,,,,00:05:32
1888,Not true. You need certain vaccinations (thankfully) to attend school,VitaBOCA,432,,2:41,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:26
1889,"let me say it again MY BODY, MY CHOICE",Sue_S,432,,0:04,anti-vaccine,0,1,1,0,0,1,1,,,,,00:09:34
1890,"yaaas no one will tell me or my kid what to do, mind ya damn business",Ataylor,432,,0:13,anti-vaccine,0,1,1,0,0,1,1,,,,,0:12:23
1891,I swear if another parent tells me this 🙄,karenM,432,,0:17,anti-vaccine,0,1,1,0,0,1,1,,,,,00:01:23
1892,say it louder for the people in the back!! Unconsitutional!,jake_turk,432,,3:42,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:22
1893,I trust scientists to know what goes in vaccines better than you,fgonzalez,433,,0:05,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:39
1894,"yea, thats just not true. stop spreading harmful lies.",VitaBOCA,433,,0:13,pro-vaccine,0,0,0,1,1,0,0,,,,,00:07:33
1895,That's just rlly not how vaccines work lmao,mewranda,433,,0:14,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:23
1896,where did you even get this info?? how about you cite it next time and then we can discuss,EZpz,433,,2:34,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:46
1897,the amount of harmful and dangerious ingredients in vaccines is insane!! ,karenM,433,,0:02,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:48
1898,Just one of many scary things in a vaccine,jake_turk,433,,0:10,anti-vaccine,0,1,1,0,0,1,1,,,,,00:01:18
1899,HAHA yup they would rather ban lettuce before they ban vaccines ,Sue_S,433,,0:12,anti-vaccine,0,1,1,0,0,1,1,,,,,0:03:23
1900,lololol literally!! you know society is messed up when people thinking eating at chipotle is more dangerous than getting a vaccine,snowbird,433,,2:27,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:03
1901,"this may sound shocking, but i'm not scared. everything isn't about ""big pharma""",VitaBOCA,434,,0:02,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:18
1902,it seems like you're much more afraid of big pharma than I am,EZpz,434,,0:14,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:02
1903,You wouldn't know what proper research was even if it smacked you in the face ,JuniperQ,434,,0:18,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:23
1904,lol by research you mean seeing some memes with lies on them? checks out.. ,MrShazam,434,,3:30,pro-vaccine,0,0,0,1,1,0,0,,,,,00:02:04
1905,thank you!!!! I anti vaccination because I KNOW what's in vaccines ,jake_turk,434,,0:03,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:12
1906,I just wish more people did their own research instead of trusting big pharma,snowbird,434,,0:14,anti-vaccine,0,1,1,0,0,1,1,,,,,00:09:13
1907,big pharma has nothing on me now. I see right through their money grab,difrad,434,,2:03,anti-vaccine,0,1,1,0,0,1,1,,,,,00:09:49
1908,??? I don't even know where to start. Vaccines help our immune systems,EZpz,435,,0:03,pro-vaccine,0,0,0,1,1,0,0,,,,,00:07:01
1909,My immune system works hard enough :) vaccines just help it work harder,fgonzalez,435,,0:16,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:15
1910,no... just no.,MrShazam,435,,0:18,pro-vaccine,0,0,0,1,1,0,0,,,,,00:05:52
1911,we need vaccines because our immune systems can't fight everything,JuniperQ,435,,2:07,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:07
1912,i'm so thankful for my strong and natural immune system!! no vaccines for me,snowbird,435,,0:03,anti-vaccine,0,1,1,0,0,1,1,,,,,00:01:15
1913,"Ever since I became a vegetarian and stopped taking vaccines, I've never felt healthier 😍",livelaughlove,435,,0:18,anti-vaccine,0,1,1,0,0,1,1,,,,,00:04:15
1914,Just eat some fruits and vegetables. It's not that complicated. you dont need vaccines if you're taking care of your body,difrad,435,,0:13,anti-vaccine,0,1,1,0,0,1,1,,,,,00:09:31
1915,natural immunity for the win!!,M.Kapadia92,435,,4:06,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:23
1916,"yikes, you wont be very peaceful when you're in the ER cause your baby got a disease that could have been easily avoided with a vaccine",MrShazam,436,,0:03,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:08
1917,please get your babies vaccinated,JuniperQ,436,,0:18,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:19
1918,"praying for ur baby, doesn't sound like it's gonna have a good time the next time it gets a cold 🤧",generic-joe,436,,0:13,pro-vaccine,0,0,0,1,1,0,0,,,,,0:05:15
1919,I hope the babies make it to adulthood so they can get vaccinated,csmbx1,436,,2:07,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:31
1920,I feel so much better knowing im not posioning my kids with dangerous vaccines,difrad,436,,0:01,anti-vaccine,0,1,1,0,0,1,1,,,,,00:04:15
1921,all natural methods here. My kids will be just as strong as I am 💗 💪,snowbird,436,,0:18,anti-vaccine,0,1,1,0,0,1,1,,,,,00:09:34
1922,I am proud that I did the research and can really protect my kids by not vaccinating them,M.Kapadia92,436,,0:23,anti-vaccine,0,1,1,0,0,1,1,,,,,00:04:07
1923,YES we were BORN this way there is no need for these terrible man made products made to poison us for profit!!!,jackrussellmom,436,,0:09,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:52
1924,My babies are soo much stronger and healthier than my friends' babies who are vaccinated,SnakeCharmer,436,,4:14,anti-vaccine,0,1,1,0,0,1,1,,,,,00:05:42
1925,what?? are you implying that the ENTIRE world is lying about the flu??,youngcunningham,437,,0:05,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:46
1926,how deep will your conspiracies go??? who do you think made the flu? ,generic-joe,437,,0:25,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:11
1927,only y'all anti-vaxxers would go as far as to post ignorant things like this ,csmbx1,437,,0:20,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:15
1928,now this is a stupid take I haven't seen yet,Smitty12,437,,2:14,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:22
1929,It's just so obvious and the fact people haven't picked up on it yet is embarassing for our society,karenM,437,,0:04,anti-vaccine,0,1,1,0,0,1,1,,,,,00:09:34
1930,that's why i've never gotten the flu vaccine,jake_turk,437,,0:21,anti-vaccine,0,1,1,0,0,1,1,,,,,00:04:09
1931,I'm so thankful that I opened my eyes to see this is how the world works,difrad,437,,0:20,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:34
1932,it always has been and always will be about making money,snowbird,437,,4:31,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:46
1933,how many times do doctors and scientists need to tell you VACCINATIONS DONT CAUSE AUTISM,generic-joe,438,,0:01,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:30
1934,please show me ONE (1) research paper that backs this up,Smitty12,438,,0:20,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:53
1935,no. no no non no nonononon NO vaccines do not cause autism wth,hockeymom101,438,,2:02,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:16
1936,how long will it take for people to realize the truth? You can prevent your kids from having autism is you just stop vaccinating1 ,jake_turk,438,,0:01,anti-vaccine,0,1,1,0,0,1,1,,,,,00:01:57
1937,its correlation when it doesnt fit their agenda but causation if it does. theyre so transparent,snowbird,438,,0:21,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:34
1938,my neighbors kid has autism and they were vaccinated,difrad,438,,2:32,anti-vaccine,0,1,1,0,0,1,1,,,,,00:06:19
1939,this is so distrubing and NOT true. ,Smitty12,439,,0:04,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:12
1940,the CDC would not recommend it if there was data proving it was harmful,hockeymom101,439,,0:10,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:28
1941,4250% ?? where is this number even from?,SamTHEMAN,439,,3:04,pro-vaccine,0,0,0,1,1,0,0,,,,,00:05:06
1942,absolutely mortifying. Even more innocent lives lost because of harmful vaccines,snowbird,439,,0:04,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:32
1943,we have to spread word and prevent more deaths!!,difrad,439,,0:10,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:51
1944,They will not ever get their hands on my baby 😡  ,,439,,0:21,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:34
1945,the CDC should be JAILED!!!,M.Kapadia92,439,,2:02,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:00
1946,,,,,0:04,,0,0,0,0,0,0,0,,,,,00:03:34
1947,No it's not. Vaccine is meant to save lives. It has nothing to do with totalitarian regime,youngcunningham,369,,0:21,pro-vaccine,0,0,0,1,1,0,0,,,,,00:02:15
1948,People like you would only be happy with anarchy 🥱 ,hockeymom101,369,,0:20,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:34
1949,"Vaccines didn't kill anybody. In fact, it's helping us return to normalcy",generic-joe,369,,3:04,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:30
1950,I fear the government slowly encroaching our freedom and forcing us to do things that should be our choice.,difrad,369,,0:01,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:20
1951,PREACH! SAY IT LOUDER! ,snowbird,369,,0:16,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:34
1952,Right ON!! 😄 Don't let the government infringe on our life and our freedom,M.Kapadia92,369,,4:29,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:59
1953,I don't know what you are thinking about. What you are saying have been debunked a while back.,Smitty12,370,,0:02,pro-vaccine,0,0,0,1,1,0,0,,,,,00:07:53
1954,"YOU have the privilege to say things like this, while other people literally don't have access to vaccines and are DYING because of that fact. ",generic-joe,370,,0:11,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:20
1955,"Judging by hundreds of years of history with vaccinations, they're clearly only helping us... ",csmbx1,370,,0:15,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:16
1956,"No it's not. In fact, vaccines ARE natural. It's using our immune system to prevent the virus from overtaking our body.",hockeymom101,370,,2:54,pro-vaccine,0,0,0,1,1,0,0,,,,,00:05:26
1957,I couldn't agree more. Can't people see deaths happening? 🧐,SnakeCharmer,370,,0:02,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:51
1958,I don't want no foreign substance in my body!,livelaughlove,370,,2:36,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:32
1959,Don't pretend like you care about animals.,SamTHEMAN,371,,0:01,pro-vaccine,0,0,0,1,1,0,0,,,,,00:05:48
1960,It's for a good cause... better than them being experimented on for mindless things like makeup. ,BossmanRy,371,,0:16,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:26
1961,I don't think animals were sacrificed? 🤔,Marcymaniac,371,,4:29,pro-vaccine,0,0,0,1,1,0,0,,,,,00:00:24
1962,I hate how pro-vaxx people overlook this fact. A lot of animals are being sacrificed.,bblueberryy,371,,0:02,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:43
1963,"Those poor animals, they don't deserve to be exploited like this for no reason. We all know the vaccines are just a big scam anyways. ",john73,371,,0:24,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:59
1964,It's sad to see so many animals dying due to experimentation. 😭,ancho-n-cayenne,371,,3:22,anti-vaccine,0,1,1,0,0,1,1,,,,,00:07:53
1965,I'm pretty sure those vaccines weren't imported to the US.,HP743,372,,0:01,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:50
1966,We're not even using the same vaccines lol,Marcymaniac,372,,0:12,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:20
1967,"I'm sure they wouldn't give them out without making sure they were fine. Besides, the US will definitely make sure they are safe. ",SamTHEMAN,372,,0:17,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:16
1968,"FDA will thoroughly test those vaccines. If they pass the test, then they might as well be safe.",southerngirlCel,372,,2:20,pro-vaccine,0,0,0,1,1,0,0,,,,,00:04:48
1969,I don't want to risk my life for uneffective vaccines.,john73,372,,0:01,anti-vaccine,0,1,1,0,0,1,1,,,,,0:07:20
1970,You would think the government would care enough to actually get them throughly tested before distributing them to thousands of their citizens. Typical politicians.,ancho-n-cayenne,372,,0:21,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:16
1971,Yup too dangerous. Who knows what's in that vaccine??,coachmatthews,372,,2:01,anti-vaccine,0,1,1,0,0,1,1,,,,,00:01:20
1972,"To be fair, the antivaxx people have been spreading misinformation and lies.",BossmanRy,373,,0:01,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:16
1973,Maybe if your information wasn't based on lies then your stance would be taken seriously,MedicalRyan,373,,0:21,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:20
1974,"Awww, did we hurt your feelings? Sorry, but the truth is the truth. ",HP743,373,,0:16,pro-vaccine,0,0,0,1,1,0,0,,,,,00:08:16
1975,"It is your choice, but don't complain if airlines, schools, or other facilities refuse to let you in. We all have right to not get infected.",TomM41,373,,4:46,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:51
1976,"Just today, I was yelled at by random comments for opposing the vaccine. Seriously, this needs to stop!",NoahM1121,373,,0:01,anti-vaccine,0,1,1,0,0,1,1,,,,,00:09:07
1977,"Right, why would anyone trust a needle with god knows what in it being poked into them?!? Our reasons are VALID. ",tacoguy,373,,0:21,anti-vaccine,0,1,1,0,0,1,1,,,,,00:01:20
1978,I don't get why people are making fun of people with legitimate reasons of refusing to be vaccinated.,MannyDL34,373,,2:30,anti-vaccine,0,1,1,0,0,1,1,,,,,00:08:16
1979,I don't understand your point. We are trying to return to normalcy here.,BeardedMatt,374,,0:02,pro-vaccine,0,0,0,1,1,0,0,,,,,00:09:28
1980,Or *gasp* the government is actually trying to help the very people they're trying to govern...,TomM41,374,,0:24,pro-vaccine,0,0,0,1,1,0,0,,,,,00:06:51
1981,Stop saying nonsense. Vaccines have nothing to do with politics.,MedicalRyan,374,,2:27,pro-vaccine,0,0,0,1,1,0,0,,,,,00:07:17
1982,Vaccines are only dividing up the country further 😩,sweetpea,374,,0:02,anti-vaccine,0,1,1,0,0,1,1,,,,,00:06:43
1983,"The more people that get vaccinated, the more politicians gain influence! ",artisanalways,,,0:21,anti-vaccine,0,1,1,0,0,1,1,,,,,00:03:27
1984,Vaccines were always political and it's been an effective tool to spread ideology.,mateoV,374,,3:35,anti-vaccine,0,1,1,0,0,1,1,,,,,00:02:32
1985,Lol you guys are ridiculous 🤪,Lisa181818,375,,0:01,pro-vaccine,0,0,0,1,1,0,0,,,,,00:01:05
1986,Did you know that you sound really dumb,DonDonDonna,375,,0:24,pro-vaccine,0,0,0,1,1,0,0,,,,,00:03:27
