id,body,actor,reply,class,time,category,control,des_20,des_80,des_20_community_injunctive,des_80_community_injunctive,des_20_injunctive_platform,des_80_injunctive_platform
1662,You should do more research then. Vaccines help prevent the disease from spreading and it's been proven over and over,SamTHEMAN,403,,00:09:53,pro-vaccine,0,0,0,1,1,0,0
1663,vaccines causing disease?? that's absurd!!! where did you get that information from??,Marcymaniac,403,,00:07:20,pro-vaccine,0,0,0,1,1,0,0
1664,I made the same conclusions. I can't believe how ignorant some people are,bblueberryy,403,,00:00:51,anti-vaccine,0,1,1,0,0,1,1
1665,"Yet, big tech censoring us trying to spread truth",ancho-n-cayenne,403,,00:03:03,anti-vaccine,0,1,1,0,0,1,1
1666,Exactly! people need to do research themselves to understand the dangers of these vaccines ,john73,403,,00:04:33,anti-vaccine,0,1,1,0,0,1,1
1667,Those are dumb reasons not to take the vaccine.,SamTHEMAN,404,,00:01:35,pro-vaccine,0,0,0,1,1,0,0
1668,Vaccines have been tested for effectiveness and safety. Stop pretending that it's dangerous,Marcymaniac,404,,00:09:53,pro-vaccine,0,0,0,1,1,0,0
1669,Umm do you not realize how many deaths the actual coronavirus causes? ,TomM41,404,,00:03:06,pro-vaccine,0,0,0,1,1,0,0
1670,I have yet to hear of anyone dying from the vaccine. Where did you get this information?,southerngirlCel,404,,00:05:45,pro-vaccine,0,0,0,1,1,0,0
1671,Low benefit? Vaccines will help us get out of this lockdown,HP743,404,,00:09:09,pro-vaccine,0,0,0,1,1,0,0
1672,I also won't be taking the vaccine.,ancho-n-cayenne,404,,00:03:51,anti-vaccine,0,1,1,0,0,1,1
1673,I am pro choice and I don't want some weird concoction in my body,john73,404,,00:09:21,anti-vaccine,0,1,1,0,0,1,1
1674,These vaccines are not tested enough. I refuse to put something like this in my body,coachmatthews,404,,00:07:42,anti-vaccine,0,1,1,0,0,1,1
1675,selfish beyond belief,Marcymaniac,405,,00:06:27,pro-vaccine,0,0,0,1,1,0,0
1676,"Ohhh, I get it. You're choosing to have other people die for your own stupidity. Gotcha. ",SamTHEMAN,405,,00:01:35,pro-vaccine,0,0,0,1,1,0,0
1677,The problem is I find it difficult to defend your right to infect other citizens,HP743,405,,00:09:53,pro-vaccine,0,0,0,1,1,0,0
1678,"I'm having the vaccine, I have a pharma chemist friend and he is okay with it. I'm not bothered at all whether people do or don't have it.",southerngirlCel,405,,00:00:07,pro-vaccine,0,0,0,1,1,0,0
1679,Yup 🧐 who wants to be a lab rat?,john73,405,,00:02:58,anti-vaccine,0,1,1,0,0,1,1
1680,"I couldn't care less if people want to inject foreign substances. However, when you try to impinge on my human rights to choose not have a vaccine. You just crossed the line",coachmatthews,405,,00:06:10,anti-vaccine,0,1,1,0,0,1,1
1681,Exactly. No one will be forcing me to do anything I don't want to. ,fusionfeast,405,,00:02:17,anti-vaccine,0,1,1,0,0,1,1
1682,Vaccine injuries exist and where there is a risk there must be a consent. No coercion,NoahM1121,405,,00:06:20,anti-vaccine,0,1,1,0,0,1,1
1683,I hate that anti vaccine people don't think about the community and the safety of citizens,HP743,406,,00:00:50,pro-vaccine,0,0,0,1,1,0,0
1684,"It's your choice, but you also should not be complaining if airlines don't want you to board the plane",southerngirlCel,406,,00:04:02,pro-vaccine,0,0,0,1,1,0,0
1685,no one is trying to attack you. just trying to save lives,BossmanRy,406,,00:06:47,pro-vaccine,0,0,0,1,1,0,0
1686,Bruh... It's been tough with all these people coming after me,coachmatthews,406,,00:05:50,anti-vaccine,0,1,1,0,0,1,1
1687,Right? How am I supposed to trust a vaccine that was made in a year when they usually take 10-15 years to make? 😳 ,bblueberryy,406,,00:02:03,anti-vaccine,0,1,1,0,0,1,1
1688,And no one's talking about the long term side effects. I'm just tryna protect myself ,fusionfeast,406,,00:02:17,anti-vaccine,0,1,1,0,0,1,1
1689,I am with you on this one. People are so quick to judge and that just makes me not want to get it even more 😴,mateoV,406,,00:06:20,anti-vaccine,0,1,1,0,0,1,1
1690,ikr I mean I don't care if you get vaccinated or not. Just leave me alone,NoahM1121,406,,00:00:14,anti-vaccine,0,1,1,0,0,1,1
1691,genuinely worried about the vaccines.,MannyDL34,406,,00:05:53,anti-vaccine,0,1,1,0,0,1,1
1692,Source?,southerngirlCel,407,,00:02:03,pro-vaccine,0,0,0,1,1,0,0
1693,There is no evidence that vaccines cause death.,BossmanRy,407,,00:05:07,pro-vaccine,0,0,0,1,1,0,0
1694,"I just looked everywhere and found nothinggg about the 400 people, where did you hear this?",southerngirlCel,407,,00:02:17,pro-vaccine,0,0,0,1,1,0,0
1695,You want people to think the vaccine is dangerous but the only thing that's a danger is this kind of misinformation.,DonDonDonna,407,,00:06:20,pro-vaccine,0,0,0,1,1,0,0
1696,"This is completely false! People are dying from coronavirus, NOT the vaccine!",B.Mike,407,,00:00:57,pro-vaccine,0,0,0,1,1,0,0
1697,Please do research. No connection between deaths and the vaccine,TomM41,407,,00:06:34,pro-vaccine,0,0,0,1,1,0,0
1698,That many? Jesus. I shouldn't get vaccinated then,NoahM1121,407,,00:06:17,anti-vaccine,0,1,1,0,0,1,1
1699,That's what happens if you trust Big pharmas and the government,MannyDL34,407,,00:01:44,anti-vaccine,0,1,1,0,0,1,1
1700,"I'm so worried for my grandma, she just got the vaccine. I hope she'll be okay :(((",casssssssssie,407,,00:00:14,anti-vaccine,0,1,1,0,0,1,1
1701,why aren't more people talking about this? ,mateoV,407,,00:00:57,anti-vaccine,0,1,1,0,0,1,1
1702,And the vaccine companies aren't even being held accountable!!! UNBELIEVABLE 🤬,coachmatthews,407,,00:06:34,anti-vaccine,0,1,1,0,0,1,1
1703,That's a lot 😲,sweetpea,407,,00:03:29,anti-vaccine,0,1,1,0,0,1,1
1704,I just don't get the resistance. it's not a poison and it has been properly tested.,BossmanRy,408,,00:06:41,pro-vaccine,0,0,0,1,1,0,0
1705,"it's not a poison lmao if it was, I would have died already",TomM41,408,,00:02:17,pro-vaccine,0,0,0,1,1,0,0
1706,I'm waiting for my superpowers to kick in any day now ,generic-joe,408,,00:06:20,pro-vaccine,0,0,0,1,1,0,0
1707,it's completely safe! it's been 24 hours after my second vaccination.,BeardedMatt,408,,00:01:22,pro-vaccine,0,0,0,1,1,0,0
1708,Don't forget the tracking chips,MannyDL34,408,,00:09:21,anti-vaccine,0,1,1,0,0,1,1
1709,getting the vaccine is like begging for the government to control your life ,casssssssssie,408,,00:02:17,anti-vaccine,0,1,1,0,0,1,1
1710,Bill Gates is involved in these vaccines. Do not trust him 😤,sweetpea,408,,00:06:20,anti-vaccine,0,1,1,0,0,1,1
1711,I would rather get the virus then to risk taking the vaccine.,mateoV,408,,00:03:27,anti-vaccine,0,1,1,0,0,1,1
1712,I received the J&J single-dose vaccine. I'm feeling good and grateful.,TomM41,409,,00:01:35,pro-vaccine,0,0,0,1,1,0,0
1713,oh ya I can just FEEL the baby powder running through my veins. lol what,youngcunningham,409,,00:00:14,pro-vaccine,0,0,0,1,1,0,0
1714,"Don't care, 1 dose is better than 2! 🤩",Marcymaniac,409,,00:05:53,pro-vaccine,0,0,0,1,1,0,0
1715,Lol I got J&J yesterday. Zero side effects so far.,BeardedMatt,409,,00:02:17,pro-vaccine,0,0,0,1,1,0,0
1716,"Not sure if it's a troll post, but you do know that J&J also makes other things right?",MedicalRyan,409,,00:06:20,pro-vaccine,0,0,0,1,1,0,0
1717,😂😂😂,sweetpea,409,,00:02:17,anti-vaccine,0,1,1,0,0,1,1
1718,Anyone who gets the J&J vaccine clearly hates themself 🤣,casssssssssie,409,,00:06:20,anti-vaccine,0,1,1,0,0,1,1
1719,"J&J, Pfizer, Astrazeneca I don't trust all of them",mateoV,409,,00:02:10,anti-vaccine,0,1,1,0,0,1,1
1720,Great! now J&J wants more money by scamming people?,artisanalways,409,,00:06:07,anti-vaccine,0,1,1,0,0,1,1
1721,"I'm sorry for your loss, but vaccines have nothing to do with deaths.",BeardedMatt,410,,00:07:29,pro-vaccine,0,0,0,1,1,0,0
1722,"I'm sorry about your loss, but vaccines are not linked to deaths",MedicalRyan,410,,00:08:32,pro-vaccine,0,0,0,1,1,0,0
1723,"There are no conclusive evidence that vaccine causes deaths. I'm sorry for your loss, but your grandpa may have had other symptoms",Lisa181818,410,,00:00:36,pro-vaccine,0,0,0,1,1,0,0
1724,I'm so sorry for your loss. That's what happens if the vaccines are not tested enough.,mateoV,410,,00:05:19,anti-vaccine,0,1,1,0,0,1,1
1725,"Oh my goodness, I am so sorry. There isn't nearly enough information out there on these vaccines and their side effects. ",Jcole9,410,,00:02:17,anti-vaccine,0,1,1,0,0,1,1
1726,May he rest in peace... It makes me angry that the pharmaceutical companies care so little about what they are doing to families everywhere..,casssssssssie,410,,00:06:20,anti-vaccine,0,1,1,0,0,1,1
1727,Big pharmas just want your money. They don't care about the safety.,artisanalways,410,,00:00:01,anti-vaccine,0,1,1,0,0,1,1
1728,Safety should come first. I'm never letting my family get vaccinated with something so risky,Jcole9,410,,00:07:48,anti-vaccine,0,1,1,0,0,1,1
1729,May I ask why you are reluctant? It's safe you know.,MedicalRyan,411,,00:09:50,pro-vaccine,0,0,0,1,1,0,0
1730,You shouldn't be! I was vaccinated yesterday and I feel fine!,Lisa181818,411,,00:06:58,pro-vaccine,0,0,0,1,1,0,0
1731,I got my second vaccination yesterday and I feel great! You will too!!,this_jack,411,,00:07:46,pro-vaccine,0,0,0,1,1,0,0
1732,Sameee I've been hearing bad things about this vaccine so I'm gonna pass,artisanalways,411,,00:06:05,anti-vaccine,0,1,1,0,0,1,1
1733,ikr doesn't help that I'm scared of needles. I don't want to inject poison into my body as well,Jcole9,411,,00:05:53,anti-vaccine,0,1,1,0,0,1,1
1734,Don't take it. Your intuitions are correct. These vaccines are dangerous. Research about them in the web,_aikira_,411,,00:03:15,anti-vaccine,0,1,1,0,0,1,1
1735,I really don't understand the resistance to vaccines? May I ask why?,Lisa181818,412,,00:08:31,pro-vaccine,0,0,0,1,1,0,0
1736,"I respect your decisions, but I think you may be misinformed",this_jack,412,,00:04:59,pro-vaccine,0,0,0,1,1,0,0
1737,"are you a flat earther, too? ha ha",TomM41,412,,00:02:17,pro-vaccine,0,0,0,1,1,0,0
1738,Anti vaxx is a cult at this point lmao,PatelS,412,,00:06:20,pro-vaccine,0,0,0,1,1,0,0
1739,I've been bullied on the web for being anti vax haha I choose to ignore all the bad comments,Jcole9,412,,00:03:32,anti-vaccine,0,1,1,0,0,1,1
1740,"Some people just can't respect our choice, our decisions, and our basic rights.",_aikira_,412,,00:07:37,anti-vaccine,0,1,1,0,0,1,1
1741,Say it loud and proud ,artisanalways,,,00:02:17,anti-vaccine,0,1,1,0,0,1,1
1742,AGREED! I control what goes into my body.,fusionfeast,412,,00:06:20,anti-vaccine,0,1,1,0,0,1,1
1743,Where did you get this study from?,this_jack,413,,00:04:31,pro-vaccine,0,0,0,1,1,0,0
1744,Misinformation,PatelS,413,,00:03:21,pro-vaccine,0,0,0,1,1,0,0
1745,I think you are grossly misrepresenting the study.,DonDonDonna,413,,00:04:47,pro-vaccine,0,0,0,1,1,0,0
1746,Vaccines have risks. Don't tell me otherwise.,_aikira_,413,,00:01:35,anti-vaccine,0,1,1,0,0,1,1
1747,😨  that's a big no from me ,kittycatbakes,413,,00:09:53,anti-vaccine,0,1,1,0,0,1,1
1748,Great study! I need to show these to my family!,fusionfeast,413,,00:00:00,anti-vaccine,0,1,1,0,0,1,1
1749,one more reason not to take the vaccine.,lee.alexa,413,,00:07:56,anti-vaccine,0,1,1,0,0,1,1
1750,This is what they don't want u to know!,artisanalways,413,,00:03:13,anti-vaccine,0,1,1,0,0,1,1
1751,"Listen, if we want to have herd immunity, we need many people vaccinated as possible. It's for the community and safety",PatelS,414,,00:00:15,pro-vaccine,0,0,0,1,1,0,0
1752,These vaccines HAVE been tested for safety and effectiveness. It's not experimental at all.,DonDonDonna,414,,00:02:01,pro-vaccine,0,0,0,1,1,0,0
1753,Are you going to reap the benefits from people who do get vaccinated?,EmmaSmith0214,414,,00:03:13,pro-vaccine,0,0,0,1,1,0,0
1754,😔 some people just don't understand.,fusionfeast,414,,00:00:57,anti-vaccine,0,1,1,0,0,1,1
1755,Schools are now forcing our children to get vaccinated. Does our choice not matter?,lee.alexa,414,,00:06:34,anti-vaccine,0,1,1,0,0,1,1
1756,Exactly what I wanted to say!! 😌,ria_camiii,414,,00:08:59,anti-vaccine,0,1,1,0,0,1,1
1757,False Information.,DonDonDonna,415,,00:03:19,pro-vaccine,0,0,0,1,1,0,0
1758,FDA tested the vaccine thoroughly. These vaccines are safe.,EmmaSmith0214,415,,00:05:39,pro-vaccine,0,0,0,1,1,0,0
1759,This just looks like fake news to me ,mariaann,415,,00:00:16,pro-vaccine,0,0,0,1,1,0,0
1760,I've been vaccinated and I'm fine. relax,B.Mike,415,,00:08:46,pro-vaccine,0,0,0,1,1,0,0
1761,More reason not to get vaccinated!,lee.alexa,415,,00:01:03,anti-vaccine,0,1,1,0,0,1,1
1762,"Sharing this with my friend who insists on getting vaccinated, he won't even listen to me ",earthpulse,415,,00:00:16,anti-vaccine,0,1,1,0,0,1,1
1763,Thanks for this information!,ria_camiii,415,,00:06:29,anti-vaccine,0,1,1,0,0,1,1
1764,Thanks for the info 😃,caffeinated,415,,00:04:08,anti-vaccine,0,1,1,0,0,1,1
1765,I am vaccinated and I am fine and healthy. No need to be concerned people,EmmaSmith0214,416,,00:06:32,pro-vaccine,0,0,0,1,1,0,0
1766,Anti-vaxxers are people that do not want to get vaccinated. These vaccines have been approved and they are effective. I don't understand what the concerns are.,B.Mike,416,,00:00:56,pro-vaccine,0,0,0,1,1,0,0
1767,"The problem I find is some concerns and conclusions are made from misinformation. Frankly, I feel anti-vaxxers are also selfish",mariaann,416,,00:08:38,pro-vaccine,0,0,0,1,1,0,0
1768,I've been bullied a few times because I chose not to have the vaccine,ria_camiii,416,,00:02:32,anti-vaccine,0,1,1,0,0,1,1
1769,I wasn't against vaccines until they came out with these new ones out of no where . ,breethebaker,416,,00:07:37,anti-vaccine,0,1,1,0,0,1,1
1770,Some people just don't understand that we have rights to choose not to do something. 😔,caffeinated,416,,00:08:16,anti-vaccine,0,1,1,0,0,1,1
1771,"Right, people's concerns are valid!! especially during uncertain times like this ",lee.alexa,416,,00:00:16,anti-vaccine,0,1,1,0,0,1,1
1772,Vaccines have risks. You can't force me to vaccinate if there are risks,earthpulse,416,,00:01:35,anti-vaccine,0,1,1,0,0,1,1
1773,Vaccines are not linked to death. Can't believe how many times I need to tell people this.,B.Mike,417,,00:02:11,pro-vaccine,0,0,0,1,1,0,0
1774,Nobody is bullying anyone. I think anti-vaxxers are the ones that are harming the society.,mariaann,417,,00:04:07,pro-vaccine,0,0,0,1,1,0,0
1775,This post is a bit dramatic. Vaccines are protecting kids. The actual viruses would be far more deadly. ,DonDonDonna,417,,00:08:26,pro-vaccine,0,0,0,1,1,0,0
1776,highly unlikely scenario 🤔,thisisalfie1998,417,,00:09:18,pro-vaccine,0,0,0,1,1,0,0
1777,Term 'anti-vaxxer' was created to shame those who oppose the vaccine. Disgusting that people are shaming us for our own decision,caffeinated,417,,00:01:18,anti-vaccine,0,1,1,0,0,1,1
1778,Who is going to take the blame if something like that were to happen? why don't people realize this?,earthpulse,417,,00:09:40,anti-vaccine,0,1,1,0,0,1,1
1779,Still waiting for a definitive proof... that vaccs are effective,casssssssssie,417,,00:00:01,anti-vaccine,0,1,1,0,0,1,1
1780,where are you getting this information from?,mariaann,418,,00:03:08,pro-vaccine,0,0,0,1,1,0,0
1781,I looked up this guys name on google. I get completely unrelated articles,thisisalfie1998,418,,00:09:51,pro-vaccine,0,0,0,1,1,0,0
1782,It's been said that he died because of other causes. STOP using his death to spread your narrative. ,chefricky,418,,00:00:57,pro-vaccine,0,0,0,1,1,0,0
1783,he died because of other complications... this is disrespectful. ,mewranda,418,,00:06:34,pro-vaccine,0,0,0,1,1,0,0
1784,"he didn't die because of the vaccine and you can't prove that he did. clearly if doctors were with ""big pharma"" like anti-vaxxers always say they are, they wouldn't get the vaccine. this just proves the vaccine is safe. ",MedicalRyan,418,,00:08:26,pro-vaccine,0,0,0,1,1,0,0
1785,Vaccines do not cause death. He probably had a different condition.,KatieeeM,418,,00:05:51,pro-vaccine,0,0,0,1,1,0,0
1786,Karma,earthpulse,418,,00:06:59,anti-vaccine,0,1,1,0,0,1,1
1787,Well deserved,casssssssssie,418,,00:07:12,anti-vaccine,0,1,1,0,0,1,1
1788,😢 RIP shouldn't have vaccinated,breethebaker,418,,00:08:26,anti-vaccine,0,1,1,0,0,1,1
1789,"These vaccines are safe. In fact, I was vaccinated and no problems at all",thisisalfie1998,419,,00:08:29,pro-vaccine,0,0,0,1,1,0,0
1790,"I feel fine after my vaccine. Besides, would rather be safe than sorry 😜",mariaann,419,,00:00:57,pro-vaccine,0,0,0,1,1,0,0
1791,We have the technology and advancements in science today to justify it. There's nothing to worry about.,MedicalRyan,419,,00:06:34,pro-vaccine,0,0,0,1,1,0,0
1792,These were tested for safety. FDA is known for its thorough testing.,KatieeeM,419,,00:05:12,pro-vaccine,0,0,0,1,1,0,0
1793,what makes you think that? It's safe and effective.,TimBJenkins,419,,00:02:29,pro-vaccine,0,0,0,1,1,0,0
1794,Right. remember opioid crisis? These big pharmas do anything to get themselves rolling in dough,casssssssssie,419,,00:04:32,anti-vaccine,0,1,1,0,0,1,1
1795,"It's a trap people, don't get the vaccine!!!",earthpulse,419,,00:00:16,anti-vaccine,0,1,1,0,0,1,1
1796,I don't think I'll trust these vaccines until I get a solid test results on its safety and effectiveness.,breethebaker,419,,00:07:23,anti-vaccine,0,1,1,0,0,1,1
1797,I'm going to wait a while before I get mine.. if I ever do 😬 I just dont think the FDA actually knows what they're doing ,caffeinated,419,,00:08:26,anti-vaccine,0,1,1,0,0,1,1
1798,ikr!!!!! I don't want to risk my life,kittycatbakes,419,,00:04:18,anti-vaccine,0,1,1,0,0,1,1
1799,Technically it did take decades to make the covid vaccine. MRNA technology has been in the work for years and years,KatieeeM,420,,00:09:11,pro-vaccine,0,0,0,1,1,0,0
1800,"We should be thankful to scientists for their ingenuity, not accusing them of lying",TimBJenkins,420,,00:07:54,pro-vaccine,0,0,0,1,1,0,0
1801,A new flu vaccine comes out every year... ,jiruletheworld,420,,00:00:39,pro-vaccine,0,0,0,1,1,0,0
1802,"I don't care, I'm happy that we've come this far in research to be able to make scientific breakthroughs like this",mariaann,420,,00:08:26,pro-vaccine,0,0,0,1,1,0,0
1803,Exactly!! I've been saying this for months,breethebaker,420,,00:04:48,anti-vaccine,0,1,1,0,0,1,1
1804,How can people be so blind to this? Like it's so obvious,kittycatbakes,420,,00:09:16,anti-vaccine,0,1,1,0,0,1,1
1805,"It took them less time to develop a Covid vaccine than it took me to watch Game of Thrones. But why not, let's inject it. ",localewis,420,,00:08:48,anti-vaccine,0,1,1,0,0,1,1
1806,"We don't know what the long term effects are! You might not die but you can damage your lungs, heart, and brain forever.",TimBJenkins,421,,00:06:38,pro-vaccine,0,0,0,1,1,0,0
1807,You might not care about your grandparent's lives but I do,jiruletheworld,421,,00:03:22,pro-vaccine,0,0,0,1,1,0,0
1808,"because by containing the spread with a vaccine, we can prevent millions from dying?",dana84,421,,00:08:26,pro-vaccine,0,0,0,1,1,0,0
1809,More than half a million people have died from COVID. That is why we need a vaccine.,ayoitsayo,421,,00:09:56,pro-vaccine,0,0,0,1,1,0,0
1810,ikr!! It's so obvious this is all for money,kittycatbakes,421,,00:00:16,anti-vaccine,0,1,1,0,0,1,1
1811,we should just stick to survival of the fittest ,breethebaker,421,,00:07:37,anti-vaccine,0,1,1,0,0,1,1
1812,Thank u. when will people realize it's just for money,localewis,421,,00:00:48,anti-vaccine,0,1,1,0,0,1,1
1813,People are just so naive. No one cares about you! They only care about money.,jupiterpride,421,,00:04:41,anti-vaccine,0,1,1,0,0,1,1
1814,This is just blatantly not true. Please don't share lies,jiruletheworld,422,,00:01:41,pro-vaccine,0,0,0,1,1,0,0
1815,"Although it's tragic, miscarriages happen, with or without vaccination. This is just a coincidence.",ayoitsayo,422,,00:05:56,pro-vaccine,0,0,0,1,1,0,0
1816,"Correlation, NOT causation.",sweetietooth,422,,00:06:21,pro-vaccine,0,0,0,1,1,0,0
1817,"Abosolutely awful, we have to get the word out.",localewis,422,,00:09:34,anti-vaccine,0,1,1,0,0,1,1
1818,tysm for letting me know. I'll make sure to tell all my expecting mom friends,jupiterpride,422,,00:08:24,anti-vaccine,0,1,1,0,0,1,1
1819,This is why vaccines cannot be trusted! We canot lose any more lives to this vaccine,breathe_in,422,,00:02:15,anti-vaccine,0,1,1,0,0,1,1
1820,"That's why we're trying to find a cure for cancer. We found a cure for covid, now we just need to take it.",ayoitsayo,423,,00:08:36,pro-vaccine,0,0,0,1,1,0,0
1821,I dont get your point... were trying to find ways to stop all of those deaths. We should be happy not skepital that we have a solution,sweetietooth,423,,00:09:00,pro-vaccine,0,0,0,1,1,0,0
1822,"if we could stop those deaths, we would. But we can stop covid deaths",dana84,423,,00:06:53,pro-vaccine,0,0,0,1,1,0,0
1823,Literally! waaaaaay less people died from covid today than all that stuff. cmon ,jupiterpride,423,,00:08:39,anti-vaccine,0,1,1,0,0,1,1
1824,just proves people are being brainwashed by the government ,,423,,00:07:37,anti-vaccine,0,1,1,0,0,1,1
1825,why is it covid that they suddenly care about? with everything else going on? it's so obvious it's about much more than old people dying,breathe_in,423,,00:04:14,anti-vaccine,0,1,1,0,0,1,1
1826,dude I know right. there's def something else going on. ,jackrussellmom,423,,00:06:23,anti-vaccine,0,1,1,0,0,1,1
1827,"No one is trying to chip you, poison you, or track you. Just trying to save your and everyone else's lives.",sweetietooth,424,,00:07:49,pro-vaccine,0,0,0,1,1,0,0
1828,"wtf chip?? aren't you tired of these crazy conspiracies. Just take the vaccine, put on a mask, and relax.",dana84,424,,00:02:14,pro-vaccine,0,0,0,1,1,0,0
1829,"LOL this gave me a good laugh. microchipped? ""plandemic""? pls come back to reality ",jiruletheworld,424,,00:06:26,pro-vaccine,0,0,0,1,1,0,0
1830,I do not consent to sharing the earth with idiots like you,lucyinurdreams,424,,00:07:29,pro-vaccine,0,0,0,1,1,0,0
1831,Bill gates isn't getting anywhere near me with his chip,breathe_in,424,,00:05:32,anti-vaccine,0,1,1,0,0,1,1
1832,the rich just get richer through this plandemic while the rest of us struggle,tastyrobot,424,,00:06:26,anti-vaccine,0,1,1,0,0,1,1
1833,It is so obvious that the virus is man made. This was all a plan. ,jackrussellmom,424,,00:00:51,anti-vaccine,0,1,1,0,0,1,1
1834,A PLANdemic hahah exactly!!,lavenderrrrrr,424,,00:04:09,anti-vaccine,0,1,1,0,0,1,1
1835,"Yeah, the covid vaccine has potential side effects. So do all vaccines! But the covid side effects are much worse",dana84,425,,00:07:22,pro-vaccine,0,0,0,1,1,0,0
1836,I'd rather experience vaccine side effects than covid any day,lucyinurdreams,425,,00:00:53,pro-vaccine,0,0,0,1,1,0,0
1837,"I used to faint all the time after getting a shot, totally normal. ",aleeboi,425,,00:06:26,pro-vaccine,0,0,0,1,1,0,0
1838,I know so many people who are squeamish and hate needles so they pass out. This has nothing to do with the covid vaccine. ,chefricky,425,,00:01:35,pro-vaccine,0,0,0,1,1,0,0
1839,Why aren't main stream covering this???? Typical,jackrussellmom,425,,00:03:25,anti-vaccine,0,1,1,0,0,1,1
1840,That's SO scary. I hope the nurse recovers but as a nurse she should have known better than to trust an experimential vaccine.,lavenderrrrrr,425,,00:01:36,anti-vaccine,0,1,1,0,0,1,1
1841,"oh my god i hope she's okay, lets pray the vaccine didn't kill her 😥",breathe_in,425,,00:07:37,anti-vaccine,0,1,1,0,0,1,1
1842,I hope people see this and finally understand how dangerous the vaccine is,tastyrobot,425,,00:06:26,anti-vaccine,0,1,1,0,0,1,1
1843,"This is not true. The AstraZeneca vaccine had an upper age limit bc there was not enough data. But now that there is, they've been approved in plenty of European countries",lucyinurdreams,426,,00:09:31,pro-vaccine,0,0,0,1,1,0,0
1844,It was not controversial. Stop lying. And Bill Gates is not some evil monster trying to kill people. He is HELPING,chefricky,426,,00:09:40,pro-vaccine,0,0,0,1,1,0,0
1845,Why do people have beef with Bill Gates? lmao ,aleeboi,426,,00:06:26,pro-vaccine,0,0,0,1,1,0,0
1846,False. AstraZeneca vaccine is safe and has the data to prove it.,clayton.myers,426,,00:05:44,pro-vaccine,0,0,0,1,1,0,0
1847,"If Bill Gates is involved, it's definitely going to be dangerous.",lavenderrrrrr,426,,00:05:06,anti-vaccine,0,1,1,0,0,1,1
1848,"just another billionaire trying to make money off of the general population, no thanks!",jackrussellmom,426,,00:06:26,anti-vaccine,0,1,1,0,0,1,1
1849,I'm glad at least some countries are doing proper research and not letting companies get away with their dangerous vaccines,tastyrobot,426,,00:01:49,anti-vaccine,0,1,1,0,0,1,1
1850,Ofc the WHO approved it. They'd approve a vaccine even if it killed more people than covid,wiz_khaleesi,426,,00:01:08,anti-vaccine,0,1,1,0,0,1,1
1851,ZERO!! That's the real covid vaccine death number,chefricky,427,,00:07:58,pro-vaccine,0,0,0,1,1,0,0
1852,no one has died from the vaccine... people could have the vaccine and have underlying conditions ,clayton.myers,427,,00:05:49,pro-vaccine,0,0,0,1,1,0,0
1853,"instructions unclear, ended up vaccinated ;)",aleeboi,427,,00:09:39,pro-vaccine,0,0,0,1,1,0,0
1854,it's on purpose they made it complicated to find,tastyrobot,427,,00:05:41,anti-vaccine,0,1,1,0,0,1,1
1855,why do covid deaths matter but covid vaccine deaths dont??,wiz_khaleesi,427,,00:03:23,anti-vaccine,0,1,1,0,0,1,1
1856,I cant wait to check and see what the government has been hiding,cavsforever,427,,00:05:56,anti-vaccine,0,1,1,0,0,1,1
1857,as it should be! we need herd immunity,clayton.myers,428,,00:00:12,pro-vaccine,0,0,0,1,1,0,0
1858,thank you Trudeau!! Hopefully the consequences are severe enough to make people vaccinate,aleeboi,428,,00:02:02,pro-vaccine,0,0,0,1,1,0,0
1859,"good im glad, the vaccine only works if we all get it",mewranda,428,,00:04:31,pro-vaccine,0,0,0,1,1,0,0
1860,"what happened to ""my body, my choice"" huh?",wiz_khaleesi,428,,00:08:29,anti-vaccine,0,1,1,0,0,1,1
1861,so glad I'm not Canadian right now ,tastyrobot,428,,00:05:52,anti-vaccine,0,1,1,0,0,1,1
1862,this is unacceptable! the government cannot force me to vaccinate,cavsforever,428,,00:00:03,anti-vaccine,0,1,1,0,0,1,1
1863,he cannot get away with this! I control what goes into my body!,tacoguy,428,,00:06:44,anti-vaccine,0,1,1,0,0,1,1
1864,On it! More than happy to wear masks if it means saving lives,aleeboi,429,,00:08:37,pro-vaccine,0,0,0,1,1,0,0
1865,excited to take off my mask but glad to keep it on for a few more months to beat covid,mewranda,429,,00:09:13,pro-vaccine,0,0,0,1,1,0,0
1866,vaccinated and masked up! ,masterchefterry,429,,00:02:47,pro-vaccine,0,0,0,1,1,0,0
1867,"so... the vaccine supposedly works but we still have to wear masks? yuh, that makes sense",cavsforever,429,,00:06:49,anti-vaccine,0,1,1,0,0,1,1
1868,what's the point of the vaccine then???,tacoguy,429,,00:05:52,anti-vaccine,0,1,1,0,0,1,1
1869,"THIS. It makes ZERO sense. I don't even wear my mask, still never got corona. ",wiz_khaleesi,429,,00:00:12,anti-vaccine,0,1,1,0,0,1,1
1870,does anyone get this?? why would I need to wear a mask if vaccines work... clearly they dont 🙄,Ataylor,429,,00:02:02,anti-vaccine,0,1,1,0,0,1,1
1871,this has to be a joke... heroin? seriously...,mewranda,430,,00:04:31,pro-vaccine,0,0,0,1,1,0,0
1872,just because it comes in a needle it doesn't mean you can equate it to freaking heroin 😭,lucyinurdreams,430,,00:08:29,pro-vaccine,0,0,0,1,1,0,0
